AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
10261,ALG,Houari Boumediene,36.6925,3.215
10262,ALH,Albany Airport,-34.94333333,117.8088889
10263,ALI,Alice International,27.74083333,-98.02694444
10264,ALJ,Alexander Bay Airport,-28.575,16.53333333
10265,ALK,Asela Airport,7.58333333,39.06666667
10266,ALM,Alamogordo White Sands Regional,32.84138889,-105.9888889
10267,ALN,St. Louis Regional,38.89,-90.04611111
10268,ALO,Waterloo Regional,42.55694444,-92.40027778
10269,ALP,Aleppo International,36.18055556,37.22444444
10271,ALR,Alexandra Airport,-45.21138889,169.3716667
10272,ALS,San Luis Valley Regional/Bergman Field,37.435,-105.8677778
10273,ALT,Alenquer Airport,-1.94055556,-54.74027778
10274,ALU,Alula Airport,11.98333333,50.78333333
10275,ALW,Walla Walla Regional,46.09527778,-118.2858333
10276,ALX,Thomas C. Russell Field,32.91472222,-85.96305556
10277,ALY,Alexandria International,31.18361111,29.94861111
10278,ALZ,Alitak Seaplane Base,56.89583333,-154.2458333
10279,AMA,Rick Husband Amarillo International,35.21944444,-101.7058333
10280,AMD,Ahmedabad Airport,23.07722222,72.63444444
10281,AMF,Ama Airport,-4.10166667,141.6697222
10282,AMG,Amboin Airport,-4.6,143.5
10283,AMH,Arba Minch Airport,6.03944444,37.59083333
10284,AMI,Selaparang,-8.56083333,116.0947222
10285,AMK,Animas Air Park,37.20305556,-107.8691667
10286,AML,Puerto Armuelles Airport,8.2675,-82.86472222
10287,AMM,Queen Alia International,31.72333333,35.99416667
10288,AMN,Gratiot Community,43.32222222,-84.68805556
10289,AMO,Mao Airport,14.14638889,15.31527778
10290,AMP,Ampanihy Airport,-24.69944444,44.73277778
10291,AMQ,Pattimura,-3.71027778,128.0897222
10292,AMS,Schiphol,52.30861111,4.76388889
10294,AMW,Ames Municipal,41.99194444,-93.62194444
10295,AMX,Ammaroo Station,-21.74,135.24
10296,AMY,Ambatomainty Airport,-17.68611111,45.625
10297,ANA,Anaheim-Disneyland HP,33.81666667,-117.9333333
10298,ANB,Anniston Regional,33.58805556,-85.85805556
10299,ANC,Ted Stevens Anchorage International,61.17416667,-149.9980556
10300,AND,Anderson Regional,34.49444444,-82.70944444
10301,ANE,Angers Marce,47.56027778,-0.31277778
10302,ANF,Cerro Moreno International,-23.44444444,-70.445
10303,ANG,Angouleme Brie Champniers,45.72944444,0.21833333
10304,ANI,Aniak Airport,61.58166667,-159.5430556
10305,ANK,Etimesgut,39.95194444,32.68611111
10306,ANM,Antsirabato,-14.99944444,50.32027778
10307,ANN,Annette Island,55.04222222,-131.5708333
10308,ANO,Angoche Airport,-16.1825,39.94527778
10309,ANP,Lee,38.94277778,-76.56833333
10310,ANR,Deurne,51.18944444,4.46027778
10311,ANS,Andahuaylas Airport,-13.70888889,-73.35138889
10312,ANU,V C Bird International,17.13611111,-61.79388889
10313,ANV,Anvik Airport,62.64722222,-160.19
10314,ANX,Andoya,69.2925,16.14416667
10317,AOH,Lima Allen County,40.70833333,-84.02694444
10318,AOI,Falconara,43.61638889,13.36222222
10319,AOJ,Aomori Airport,40.73333333,140.6886111
10320,AOK,Karpathos Airport,35.42083333,27.14555556
10321,AOL,Paso de Los Libres Airport,-29.68944444,-57.15194444
10322,AOO,Altoona-Blair County,40.29638889,-78.32
10323,AOR,Sultan Abdul Halim,6.18972222,100.3983333
10324,AOS,Amook Bay Airport,57.45472222,-153.8130556
10325,APA,Centennial,39.57,-104.8494444
10326,APB,Apolo Airport,-14.73888889,-68.41111111
10327,APC,Napa County,38.21305556,-122.2805556
10328,APE,San Juan Aposento Airport,-15.35,-75.16666667
10329,APF,Naples Municipal,26.1525,-81.77555556
10330,APG,Phillips AAF,39.46611111,-76.16888889
10331,APK,Apataki Airport,-15.57527778,-146.4130556
10332,APL,Nampula Airport,-15.10555556,39.28166667
10333,APN,Alpena County Regional,45.07805556,-83.56027778
10334,APO,Apartado Airport,7.03333333,-77.2
10335,APR,April River Airport,-4.67361111,142.5377778
10336,APT,Marion County Brown Field,35.06055556,-85.58527778
10337,APV,Apple Valley Airport,34.57527778,-117.1861111
10338,APW,Faleolo International,-13.83,-172.0083333
10339,AQI,Al Qaisumah,28.33527778,46.125
10340,AQJ,Aqaba King Hussein International,29.61111111,35.01777778
10342,AQP,Rodriguez Ballon International,-16.34055556,-71.57083333
10343,AQS,Saqani Airport,-16.75,179.35
10344,AQY,Girdwood Airport,60.96888889,-149.1194444
10345,AR1,Russellville Regional,35.25916667,-93.09333333
10346,AR2,Dennis F Cantrell Field,35.08111111,-92.42444444
10347,ARA,Acadiana Regional,30.03777778,-91.88388889
10348,ARB,Ann Arbor Municipal,42.22305556,-83.74555556
10349,ARC,Arctic Village Airport,68.11472222,-145.5794444
10350,ARD,Arcadia Municipal,-8.25,124.75
10351,ARE,Antonio/Nery/Juarbe Pol,18.45083333,-66.67555556
10352,ARG,Walnut Ridge Regional,36.12472222,-90.925
10353,ARH,Arkhangelsk Airport,64.60027778,40.71666667
10354,ARI,Chacalluta,-18.34861111,-70.33861111
10355,ARK,Arusha Airport,-3.36666667,36.62555556
10356,ARM,Armidale Airport,-30.52805556,151.6172222
10357,ARN,Arlanda,59.65194444,17.91861111
10358,ARP,Aragip Airport,-9.87083333,149.4841667
10359,ARQ,Arauquita Airport,7.02111111,-71.38888889
10360,ARS,Aragarcas Airport,-15.89944444,-52.24111111
10361,ART,Watertown International,43.99194444,-76.02055556
10362,ARU,Aracatuba Airport,-21.14138889,-50.42472222
10363,ARV,Lakeland/Noble F. Lee Memorial Field,45.92805556,-89.73083333
10364,ARW,Arad Airport,46.17666667,21.26194444
10366,ARY,Ararat Airport,-37.30944444,142.9886111
10367,ARZ,N'zeto Airport,-7.25888889,12.8625
10368,ASA,Assab International,13.07166667,42.645
10369,ASB,Ashgabat Airport,37.98694444,58.36111111
10370,ASC,Ascension Airport,-15.91666667,-63.15
10371,ASD,Fresh Creek,24.69805556,-77.79555556
10372,ASE,Aspen Pitkin County Sardy Field,39.22194444,-106.8683333
10373,ASG,Ashburton Airport,-43.90277778,171.7997222
10374,ASH,Boire Field,42.7825,-71.51416667
10375,ASI,Ascension Aux Af,-7.96972222,-14.39361111
10376,ASJ,Amami,28.43055556,129.7125
10377,ASK,Yamoussoukro Airport,6.90305556,-5.36611111
10378,ASL,Harrison County,32.52055556,-94.30777778
10379,ASM,Asmara International,15.29194444,38.91111111
10380,ASN,Talladega Municipal,33.56944444,-86.05111111
10381,ASO,Asosa Airport,10.02055556,34.58222222
10382,ASP,Alice Springs Airport,-23.80833333,133.9008333
10383,ASQ,Austin Airport,39.46805556,-117.1975
10384,ASR,Kayseri Airport,38.77027778,35.49555556
10385,AST,Astoria Regional,46.15805556,-123.8786111
10386,ASU,Silvio Pettirossi International,-25.24111111,-57.51694444
10387,ASW,Aswan International,23.96444444,32.82
10388,ASX,John F Kennedy Memorial,46.54861111,-90.91888889
10389,ASY,Ashley Municipal,46.02388889,-99.3525
10390,ATA,Anta Huaraz,-9.34722222,-77.6
10391,ATB,Atbara Airport,17.70972222,34.05722222
10392,ATC,Arthur's Town Airport,24.62944444,-75.67388889
10393,ATE,Antlers Municipal,34.1925,-95.64972222
10394,ATH,Eleftherios Venizelos International,37.93666667,23.94444444
10395,ATI,Artigas International,-30.40083333,-56.50777778
10396,ATK,Atqasuk Edward Burnell Sr. Memorial,70.46722222,-157.4355556
10397,ATL,Hartsfield-Jackson Atlanta International,33.63666667,-84.42777778
10398,ATM,Altamira Airport,-3.25305556,-52.25388889
10399,ATN,Namatanai Airport,-3.66972222,152.4380556
10400,ATO,Ohio University,39.21194444,-82.22916667
10401,ATP,Aitape Airport,-3.1425,142.3466667
10402,ATQ,Amritsar Airport,31.71138889,74.79638889
10403,ATR,Atar Airport,20.50666667,-13.04305556
10404,ATS,Artesia Municipal,32.85166667,-104.4672222
10405,ATT,Atmautluak Airport,60.86777778,-162.2741667
10406,ATU,Casco Cove CGS,52.8325,173.1755556
10407,ATV,Ati Airport,13.23972222,18.31555556
10408,ATW,Outagamie County Regional,44.25805556,-88.51916667
10409,ATY,Watertown Regional,44.91388889,-97.15472222
10410,ATZ,Assiut Airport,27.04638889,31.07861111
10411,AUA,Reina Beatrix International,12.50138889,-70.01555556
10412,AUC,Santiago Perez,7.06888889,-70.73694444
10413,AUD,Augustus Downs Airport,-18.51555556,139.8786111
10414,AUG,Augusta State,44.32055556,-69.79722222
10415,AUH,Abu Dhabi International,24.44333333,54.65277778
10416,AUK,Alakanuk Airport,62.68305556,-164.7222222
10417,AUM,Austin Municipal,43.66277778,-92.93305556
10418,AUN,Auburn Municipal,38.95472222,-121.0816667
10419,AUO,Auburn University Regional,32.615,-85.43388889
10420,AUP,Aguan Papua N.G.,-9.91666667,149.3333333
10421,AUQ,Hiva Oa/Atuona,-9.76583333,-139.0097222
10422,AUR,Aurillac Airport,44.89111111,2.42194444
10423,AUS,Austin - Bergstrom International,30.19444444,-97.67
10424,AUW,Wausau Downtown,44.92638889,-89.62666667
10425,AUX,Araguaina Airport,-7.22777778,-48.24055556
10426,AUY,Aneityum Airport,-20.24944444,169.7708333
10427,AUZ,Aurora Municipal,41.77194444,-88.47555556
10428,AVB,Aviano AB,46.03111111,12.59638889
10430,AVI,Maximo Gomez,22.02694444,-78.78972222
10431,AVL,Asheville Regional,35.43611111,-82.54194444
10432,AVN,Avignon Caumont,43.90666667,4.90194444
10433,AVO,Avon Park Executive,27.59138889,-81.52888889
10434,AVP,Wilkes Barre Scranton International,41.33833333,-75.72333333
10435,AVV,Avalon Airport,-38.03944444,144.4694444
10436,AVW,Marana Regional,32.40944444,-111.2183333
10438,AWA,Lake Awasa,7.06666667,38.49055556
10439,AWK,Wake Island Airfield,19.2825,166.6366667
10440,AWM,West Memphis Municipal,35.135,-90.23444444
10441,AWR,Awar Airport,-4.12416667,144.8702778
10442,AWX,Andrews County,32.33083333,-102.5297222
10443,AWZ,Ahwaz Airport,31.3375,48.76194444
10444,AXA,Clayton J. Lloyd,18.20472222,-63.05388889
10445,AXB,Maxson Airfield,44.31666667,-75.89972222
10446,AXC,Aramac Airport,-22.96333333,145.2516667
10447,AXD,Dimokritos,40.85583333,25.95611111
10448,AXM,El Eden,4.45083333,-75.76666667
10449,AXN,Chandler Field,45.86638889,-95.39472222
10450,AXP,Spring Point Airport,22.44194444,-73.97055556
10451,AXS,Altus/Quartz Mountain Regional,34.69888889,-99.33833333
10452,AXT,Akita Airport,39.61555556,140.2186111
10453,AXU,Axum Airport,14.14694444,38.7725
10454,AXV,Neil Armstrong,40.49361111,-84.29805556
10455,AXX,Angel Fire,36.42194444,-105.29
10456,AYL,Anthony Lagoon Airport,-18.01666667,135.55
10457,AYP,Coronel FAP Alfredo Mendivil Duarte,-13.15472222,-74.20444444
10458,AYQ,Ayers Rock Connellan,-25.18611111,130.9755556
10459,AYR,Ayr Airport,-19.59666667,147.325
10460,AYS,Waycross-Ware County,31.24833333,-82.39527778
10461,AYT,Antalya Airport,36.89861111,30.80055556
10462,AYW,Ayawasi Airport,-1.15972222,132.4633333
10463,AZ1,Valle,35.65055556,-112.1480556
10464,AZ2,H. A. Clark Memorial Field,35.30555556,-112.1944444
10465,AZ3,Glendale Municipal,33.52694444,-112.2952778
10466,AZA,Phoenix - Mesa Gateway,33.30777778,-111.6555556
10467,AZD,Shahid Sadooghi,31.905,54.27638889
10468,AZG,Pablo L. Sidar,19.09361111,-102.3936111
10469,AZO,Kalamazoo/Battle Creek International,42.23444444,-85.55166667
10470,AZS,El Catey International,19.26944444,-69.73694444
10471,B19,Biddeford Municipal,43.46416667,-70.4725
10472,B21,Sugarloaf Regional,45.08555556,-70.21638889
10473,BAA,Bialla Airport,-5.33055556,151.0080556
10474,BAB,Beale AFB,39.13611111,-121.4366667
10475,BAC,Barranca de Upia Airport,4.56916667,-72.96722222
10476,BAD,Barksdale AFB,32.50194444,-93.6625
10477,BAE,Barcelonnette Airport,44.38333333,6.63333333
10478,BAF,Westfield Barnes Regional,42.15805556,-72.71583333
10479,BAG,Baguio Airport,16.375,120.6188889
10480,BAH,Bahrain International,26.26805556,50.63694444
10481,BAI,Buenos Aires Airport,9.16361111,-83.33
10482,GYD,Heydar Aliyev International,40.47222222,50.04944444
10483,BAL,Batman Airport,37.92888889,41.11666667
10484,BAM,Battle Mountain Airport,40.59916667,-116.8744444
10485,BAO,Udorn AB,17.38305556,102.8
10486,BAQ,Ernesto Cortissoz,10.88944444,-74.78055556
10487,BAR,Baker AAF,55.36666667,-133.6
10489,BAU,Bauru-Arealva,-22.16111111,-49.07
10490,BAV,Baotou Airport,40.55944444,109.9983333
10491,BAX,Barnaul Airport,53.36333333,83.53972222
10492,BAY,Baia Mare Airport,47.65833333,23.46611111
10493,BBA,Balmaceda Airport,-45.91611111,-71.68944444
10494,BBC,Bay City Municipal,28.97333333,-95.86333333
10497,BBI,Bhubaneswar Airport,20.24444444,85.81777778
10498,BBO,Berbera International,10.38916667,44.94138889
10499,BBQ,Cocoa Point,17.55555556,-61.765
10500,BBR,Baillif,16.01361111,-61.74305556
10501,BBS,Blackbushe Airport,51.32388889,-0.8475
10502,BBT,Berberati Airport,4.22166667,15.78638889
10503,BBU,Baneasa Aurel Vlaicu,44.50333333,26.10277778
10504,BBX,Wings Field,40.1375,-75.26527778
10505,BBY,Bambari Airport,5.84694444,20.64972222
10506,BBZ,Zambezi Airport,-13.5375,23.10777778
10507,BCA,Gustavo Rizo,20.36527778,-74.50611111
10508,BCB,Virginia Tech/Montgomery Executive,37.20777778,-80.40777778
10509,BCC,Bear Creek Airport,57.6175,-155.8672222
10511,BCE,Bryce Canyon Airport,37.70638889,-112.1458333
10512,BCH,Cakung,-8.48555556,126.3994444
10513,BCI,Barcaldine Airport,-23.56527778,145.3066667
10514,BCJ,Baca Grande,37.96666667,-105.7666667
10515,BCL,Barra del Colorado Airport,10.76861111,-83.58555556
10516,BCM,Bacau Airport,46.52194444,26.91027778
10517,BCN,Barcelona-El Prat,41.29694444,2.07833333
10518,BCS,Southern Seaplane,29.86611111,-90.02222222
10519,BCT,Boca Raton Public,26.37083333,-80.10833333
10520,BCY,Bulchi Airport,6.29222222,36.88722222
